24, State-gov, 43997, 12th, 1, Widowed, Craft-repair, Own-child, White, Male, 3472, 66, 46, Guatemala, >50K
64, State-gov, 25892, Assoc-acdm, 16, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male, 8569, 17, 27, Hungary, <=50K
21, State-gov, 92548, 5th-6th, 13, Separated, Protective-serv, Husband, White, Female, 639, 88, 43, South, >50K
20, Without-pay, 35261, 9th, 11, Divorced, Tech-support, Husband, White, Male, 6760, 88, 21, Guatemala, <=50K
49, Private, 71875, 7th-8th, 3, Married-AF-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female, 4422, 39, 51, Cambodia, >50K
47, Federal-gov, 39352, Masters, 7, Separated, Tech-support, Wife, Other, Male, 7089, 36, 24, Ecuador, <=50K
50, Self-emp-not-inc, 49875, 10th, 15, Separated, Craft-repair, Own-child, White, Male, 502, 87, 29, Hungary, <=50K
22, Private, 31931, Some-college, 8, Married-AF-spouse, Handlers-cleaners, Husband, White, Male, 8615, 69, 47, Nicaragua, <=50K
33, Without-pay, 65634, HS-grad, 11, Married-AF-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female, 5133, 38, 35, Laos, <=50K
63, Self-emp-not-inc, 86243, Assoc-voc, 12, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male, 2778, 14, 33, Haiti, <=50K
38, Without-pay, 20497, 11th, 12, Never-married, Sales, Wife, Other, Male, 2765, 40, 36, Philippines, <=50K
30, Self-emp-not-inc, 52421, Prof-school, 9, Widowed, Craft-repair, Own-child, Asian-Pac-Islander, Female, 141, 40, 21, Columbia, <=50K
50, State-gov, 78027, Prof-school, 8, Divorced, Sales, Other-relative, Black, Male, 4180, 47, 49, Hungary, >50K
27, Without-pay, 33492, Doctorate, 13, Separated, Protective-serv, Other-relative, Black, Female, 2857, 11, 57, Germany, >50K
35, Without-pay, 60155, Some-college, 3, Separated, Priv-house-serv, Unmarried, Asian-Pac-Islander, Female, 7558, 18, 51, Trinadad&Tobago, <=50K
41, Never-worked, 49006, Bachelors, 10, Divorced, Adm-clerical, Own-child, Black, Male, 2506, 51, 39, Haiti, <=50K
56, State-gov, 46806, Assoc-acdm, 12, Married-spouse-absent, Armed-Forces, Unmarried, Asian-Pac-Islander, Female, 7604, 8, 22, Canada, <=50K
35, Federal-gov, 60797, Assoc-voc, 13, Married-spouse-absent, Exec-managerial, Husband, Black, Female, 6048, 91, 47, Guatemala, >50K
25, Self-emp-not-inc, 15261, Masters, 11, Widowed, Tech-support, Other-relative, Other, Male, 5801, 95, 26, Philippines, >50K
46, Never-worked, 53030, 11th, 2, Widowed, Tech-support, Unmarried, White, Female, 5752, 87, 38, China, <=50K
30, State-gov, 75291, Masters, 7, Never-married, Priv-house-serv, Wife, Other, Female, 262, 85, 41, China, <=50K
63, State-gov, 80248, 11th, 11, Divorced, Priv-house-serv, Husband, Black, Male, 3951, 22, 55, South, <=50K
64, Local-gov, 97488, 12th, 14, Divorced, Other-service, Other-relative, Black, Female, 9658, 60, 28, Outlying-US(Guam-USVI-etc), >50K
19, Never-worked, 23513, 10th, 9, Widowed, Transport-moving, Husband, Black, Female, 1926, 80, 50, Trinadad&Tobago, >50K
22, Self-emp-not-inc, 37344, 1st-4th, 8, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 9606, 2, 24, United-States, >50K
33, Self-emp-not-inc, 10842, 9th, 8, Married-AF-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male, 6190, 57, 34, Dominican-Republic, >50K
57, Federal-gov, 43006, 12th, 3, Married-AF-spouse, Other-service, Not-in-family, Black, Female, 8508, 67, 40, United-States, >50K
26, State-gov, 57101, 7th-8th, 8, Divorced, Tech-support, Other-relative, Amer-Indian-Eskimo, Female, 367, 16, 46, Hungary, >50K
49, Self-emp-not-inc, 59565, 7th-8th, 16, Separated, Transport-moving, Husband, Amer-Indian-Eskimo, Female, 9716, 50, 33, Nicaragua, >50K
27, Federal-gov, 76284, 1st-4th, 10, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male, 31, 12, 56, Jamaica, <=50K
31, Self-emp-not-inc, 73233, 5th-6th, 12, Married-civ-spouse, Other-service, Unmarried, Black, Female, 2077, 40, 41, Philippines, <=50K
51, State-gov, 99145, Doctorate, 12, Married-AF-spouse, Machine-op-inspct, Own-child, Black, Female, 4155, 78, 31, Canada, <=50K
46, Federal-gov, 59611, 9th, 2, Separated, Handlers-cleaners, Husband, Black, Male, 8643, 3, 51, Honduras, >50K
46, State-gov, 84088, Masters, 3, Married-spouse-absent, Machine-op-inspct, Other-relative, White, Female, 7902, 38, 35, Cuba, >50K
64, Never-worked, 75082, Prof-school, 15, Married-AF-spouse, Farming-fishing, Wife, Amer-Indian-Eskimo, Female, 1868, 70, 31, Nicaragua, <=50K
33, Federal-gov, 54866, Some-college, 3, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female, 4902, 81, 57, El-Salvador, <=50K
31, Local-gov, 70504, HS-grad, 3, Married-civ-spouse, Priv-house-serv, Wife, White, Male, 9570, 0, 37, United-States, <=50K
31, Self-emp-not-inc, 25658, Doctorate, 6, Widowed, Machine-op-inspct, Other-relative, Other, Female, 2287, 65, 33, Ecuador, >50K
37, Local-gov, 68888, 7th-8th, 12, Married-AF-spouse, Tech-support, Wife, White, Male, 1683, 60, 35, Holand-Netherlands, >50K
22, Without-pay, 23976, 7th-8th, 8, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Female, 7864, 63, 40, Cuba, >50K
55, Without-pay, 64100, Prof-school, 14, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female, 5819, 59, 22, Holand-Netherlands, <=50K
30, Never-worked, 90928, Some-college, 8, Separated, Tech-support, Other-relative, Other, Male, 4541, 2, 22, Germany, >50K
20, Private, 95667, Preschool, 1, Never-married, Prof-specialty, Unmarried, White, Female, 5769, 28, 33, Peru, <=50K
54, Without-pay, 17900, 10th, 5, Married-civ-spouse, Exec-managerial, Unmarried, White, Female, 4434, 44, 47, Japan, <=50K
60, Never-worked, 73291, Prof-school, 16, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 151, 20, 39, England, >50K
31, Never-worked, 93327, Doctorate, 5, Married-spouse-absent, Machine-op-inspct, Other-relative, Black, Female, 991, 28, 36, Laos, <=50K
32, Federal-gov, 89465, 11th, 5, Married-spouse-absent, Priv-house-serv, Wife, Other, Female, 7868, 50, 32, France, >50K
30, Self-emp-not-inc, 35061, Prof-school, 11, Married-AF-spouse, Other-service, Not-in-family, Other, Male, 8711, 62, 41, South, >50K
46, State-gov, 23651, 11th, 5, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male, 2620, 13, 50, Ireland, <=50K
29, State-gov, 29771, 5th-6th, 9, Separated, Adm-clerical, Husband, Amer-Indian-Eskimo, Female, 2552, 46, 50, Ecuador, >50K
33, Local-gov, 79669, Bachelors, 13, Married-AF-spouse, Adm-clerical, Other-relative, White, Female, 4533, 61, 50, Columbia, <=50K
31, Private, 84907, 5th-6th, 9, Married-AF-spouse, Exec-managerial, Not-in-family, Other, Male, 9358, 38, 47, Cambodia, >50K
57, Without-pay, 50122, Preschool, 10, Widowed, Exec-managerial, Own-child, White, Male, 4965, 28, 25, Ecuador, <=50K
59, Self-emp-not-inc, 22950, Preschool, 9, Separated, Sales, Husband, Other, Female, 8889, 10, 37, Ireland, >50K
34, Never-worked, 57811, 10th, 13, Married-spouse-absent, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female, 3837, 90, 57, Ecuador, <=50K
45, Never-worked, 15130, Prof-school, 15, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 6399, 80, 48, Italy, <=50K
22, Without-pay, 66194, Doctorate, 1, Married-spouse-absent, Tech-support, Wife, White, Male, 4921, 38, 36, Italy, >50K
42, Private, 96271, 11th, 11, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 9070, 71, 22, Columbia, >50K
61, Local-gov, 84722, HS-grad, 14, Divorced, Priv-house-serv, Other-relative, Other, Male, 8722, 53, 52, Philippines, >50K
49, Never-worked, 57187, 10th, 12, Widowed, Protective-serv, Own-child, Amer-Indian-Eskimo, Male, 6225, 30, 59, Outlying-US(Guam-USVI-etc), >50K
48, Without-pay, 16703, Masters, 14, Never-married, Transport-moving, Other-relative, Other, Male, 4220, 84, 20, Portugal, >50K
33, Local-gov, 60701, Doctorate, 16, Married-spouse-absent, Transport-moving, Unmarried, White, Female, 480, 82, 29, Nicaragua, >50K
23, Self-emp-not-inc, 86819, Masters, 15, Widowed, Armed-Forces, Wife, Other, Female, 6710, 40, 35, Hungary, >50K
41, State-gov, 77134, 11th, 4, Never-married, Protective-serv, Wife, Black, Female, 2035, 39, 47, Taiwan, >50K
32, Federal-gov, 73012, Some-college, 1, Married-AF-spouse, Machine-op-inspct, Husband, White, Female, 4163, 53, 27, Taiwan, <=50K
43, Never-worked, 79219, Bachelors, 13, Separated, Sales, Not-in-family, White, Female, 932, 94, 55, Trinadad&Tobago, <=50K
65, Local-gov, 43340, 7th-8th, 1, Divorced, Craft-repair, Own-child, Other, Male, 6157, 56, 46, Japan, >50K
61, Never-worked, 56808, 7th-8th, 12, Never-married, Armed-Forces, Husband, Amer-Indian-Eskimo, Male, 3421, 71, 49, Japan, <=50K
49, Federal-gov, 94849, 9th, 11, Married-AF-spouse, Protective-serv, Other-relative, Asian-Pac-Islander, Female, 1902, 79, 56, Scotland, >50K
41, Without-pay, 63340, Some-college, 2, Married-AF-spouse, Sales, Unmarried, Black, Female, 4905, 51, 22, Thailand, <=50K
43, Never-worked, 37945, Assoc-voc, 3, Divorced, Transport-moving, Wife, Black, Male, 1237, 48, 31, England, >50K
63, Local-gov, 57859, Preschool, 14, Never-married, Prof-specialty, Unmarried, White, Male, 5617, 34, 55, Hong, >50K
60, Never-worked, 95465, 11th, 9, Separated, Sales, Other-relative, Black, Male, 1002, 25, 22, Hong, >50K
30, State-gov, 32407, Masters, 13, Widowed, Protective-serv, Not-in-family, Other, Female, 6346, 41, 35, Outlying-US(Guam-USVI-etc), >50K
22, Private, 86796, Assoc-acdm, 13, Never-married, Armed-Forces, Husband, Amer-Indian-Eskimo, Male, 8896, 93, 50, Peru, >50K
22, State-gov, 90701, 12th, 7, Never-married, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Female, 9658, 70, 45, Ecuador, >50K
27, Never-worked, 49139, HS-grad, 1, Married-civ-spouse, Priv-house-serv, Unmarried, Other, Female, 7645, 0, 29, South, <=50K
43, Never-worked, 79243, 11th, 10, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female, 3558, 71, 54, Greece, <=50K
38, State-gov, 37198, 12th, 15, Married-AF-spouse, Priv-house-serv, Wife, Asian-Pac-Islander, Female, 63, 13, 57, Guatemala, <=50K
51, Without-pay, 19788, 11th, 3, Separated, Handlers-cleaners, Wife, White, Male, 2648, 92, 56, Portugal, >50K
53, Without-pay, 96668, Bachelors, 5, Divorced, Farming-fishing, Unmarried, Other, Male, 6905, 63, 56, Taiwan, <=50K
47, Self-emp-not-inc, 58968, 12th, 5, Married-AF-spouse, Prof-specialty, Own-child, White, Female, 2062, 89, 32, Guatemala, >50K
43, Without-pay, 56984, HS-grad, 10, Widowed, Other-service, Wife, Asian-Pac-Islander, Female, 4695, 98, 37, Hungary, >50K
63, Federal-gov, 38333, Masters, 8, Widowed, Adm-clerical, Husband, White, Male, 8703, 85, 26, South, <=50K
50, Self-emp-not-inc, 53575, 12th, 2, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male, 1971, 12, 58, Columbia, >50K
52, State-gov, 59575, Assoc-acdm, 6, Married-spouse-absent, Armed-Forces, Own-child, White, Female, 4762, 15, 37, Jamaica, <=50K
35, Federal-gov, 84499, Prof-school, 3, Married-spouse-absent, Craft-repair, Own-child, Asian-Pac-Islander, Male, 1012, 50, 35, Outlying-US(Guam-USVI-etc), <=50K
31, Private, 98881, 9th, 14, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female, 4229, 89, 56, Ecuador, <=50K
56, Local-gov, 86227, Some-college, 1, Divorced, Craft-repair, Husband, Other, Female, 9084, 55, 42, Scotland, <=50K
28, Never-worked, 30031, HS-grad, 15, Separated, Prof-specialty, Own-child, Other, Male, 5737, 78, 23, Honduras, <=50K
45, Local-gov, 64721, HS-grad, 8, Widowed, Machine-op-inspct, Unmarried, Black, Male, 5532, 85, 24, Dominican-Republic, >50K
60, State-gov, 39588, 5th-6th, 6, Divorced, Armed-Forces, Not-in-family, White, Female, 8419, 49, 60, Italy, >50K
45, Never-worked, 61257, 11th, 1, Separated, Exec-managerial, Other-relative, Asian-Pac-Islander, Female, 9736, 92, 58, Hungary, <=50K
36, Self-emp-not-inc, 93189, Assoc-voc, 1, Never-married, Craft-repair, Wife, Black, Male, 3769, 36, 48, Thailand, >50K
40, Local-gov, 55195, Masters, 8, Separated, Handlers-cleaners, Not-in-family, White, Male, 6826, 92, 52, Germany, >50K
20, Self-emp-not-inc, 77035, Preschool, 12, Never-married, Armed-Forces, Other-relative, Black, Male, 5204, 55, 31, England, <=50K
23, Private, 14982, 5th-6th, 14, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male, 159, 64, 58, Greece, >50K
64, Local-gov, 97019, Preschool, 3, Married-AF-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male, 2080, 39, 31, Canada, <=50K
37, Without-pay, 22794, Doctorate, 13, Married-AF-spouse, Protective-serv, Own-child, White, Female, 9721, 18, 48, Columbia, <=50K
61, Local-gov, 76073, 10th, 4, Widowed, Protective-serv, Other-relative, White, Male, 4154, 99, 37, Greece, <=50K
62, State-gov, 19823, Some-college, 14, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male, 2413, 35, 51, Japan, >50K
25, Local-gov, 89392, Masters, 13, Never-married, Craft-repair, Own-child, Other, Female, 4901, 95, 49, France, <=50K
63, Self-emp-not-inc, 74558, 12th, 14, Never-married, Priv-house-serv, Not-in-family, White, Male, 7477, 76, 36, Nicaragua, <=50K
29, Local-gov, 96163, Preschool, 15, Widowed, Prof-specialty, Own-child, White, Male, 1315, 83, 39, Hungary, <=50K
20, Local-gov, 25718, Assoc-voc, 14, Widowed, Other-service, Wife, White, Female, 1021, 97, 28, Honduras, >50K
37, Never-worked, 57056, 9th, 13, Married-AF-spouse, Priv-house-serv, Wife, Other, Female, 5544, 22, 27, Nicaragua, >50K
20, Federal-gov, 23260, 12th, 15, Separated, Transport-moving, Own-child, White, Male, 560, 57, 24, Cuba, >50K
